Time,Device ID,Visible Light (lm),IR (lm),UV (UV Index),CO2 (ppm),Temperature (°C),Humidity (%),Dust (µg/m3),Noise (0-1023)
3/21/2021 17:41:52,yssmote3,261,255,0,0,29,74.5,23,15
3/21/2021 18:21:47,yssmote5,257,265,0,378.1,28.5,75,26,13
3/21/2021 19:21:47,yssmote5,257,265,0,426.6,27.7,77,22,17
3/21/2021 19:41:51,yssmote3,260,252,0,23.6,28.6,74,6,18
3/21/2021 20:21:46,yssmote5,257,265,0,452.7,27.5,77,23,21
3/21/2021 20:41:51,yssmote3,261,254,0,12,28.5,74.5,11,25
3/21/2021 21:21:46,yssmote5,257,265,0,423.3,28,78.5,22,14
3/21/2021 21:41:51,yssmote3,261,253,0,0,28.7,75.5,26,14
3/21/2021 22:21:46,yssmote5,257,265,0,404.8,28,78.5,30,17
3/21/2021 22:41:50,yssmote3,261,253,0,15.9,28.6,75.5,9,15
3/21/2021 23:21:45,yssmote5,257,265,0,390.6,27.8,80,21,19
3/21/2021 23:41:50,yssmote3,261,253,0,0,28.6,76.5,11,15
3/22/2021 0:21:45,yssmote5,257,265,0,403.2,27.7,80.5,27,18
3/22/2021 0:41:50,yssmote3,260,255,0,0,28.5,77,20,19
3/22/2021 1:21:45,yssmote5,257,265,0,411.3,27.5,81.5,20,20
3/22/2021 1:41:50,yssmote3,259,254,0,0,28.5,77.5,11,17
3/22/2021 2:21:45,yssmote5,257,265,0,409.1,27.3,82.5,26,19
3/22/2021 2:41:49,yssmote3,259,253,0,14.2,28.4,78,23,18
3/22/2021 3:21:44,yssmote5,257,265,0,391.2,27,83,66,21
3/22/2021 3:41:49,yssmote3,261,255,0,3.8,28.2,78.5,47,17
3/22/2021 4:21:44,yssmote5,257,265,0,411.7,27,83.5,26,17
3/22/2021 4:41:49,yssmote3,261,253,0,0,28.2,78,21,20
3/22/2021 5:21:44,yssmote5,257,265,0,465.6,26.9,83.5,35,18
3/22/2021 5:41:49,yssmote3,261,254,0,23,28.2,78,19,13
3/22/2021 6:21:43,yssmote5,257,265,0,443.5,26.7,84,23,23
3/22/2021 6:41:48,yssmote3,261,254,0,26.8,28.1,78,16,25
3/22/2021 7:21:43,yssmote5,257,265,0,412,26.7,84,19,26
3/22/2021 7:41:48,yssmote3,262,256,0,7.7,28.1,78,9,108
3/22/2021 8:21:43,yssmote5,257,265,0,405.6,27.2,83.5,23,21
3/22/2021 8:41:48,yssmote3,261,260,0,14.6,28.2,78,14,19
3/22/2021 9:21:42,yssmote5,257,265,0,409.2,28.4,80.5,23,32
3/22/2021 9:41:47,yssmote3,261,271,0,18.3,28.5,76.5,20,16
3/22/2021 10:21:42,yssmote5,257,265,0,424.4,29.9,73,13,43
3/22/2021 10:41:47,yssmote3,263,283,0,21.4,28.9,73.5,17,19
3/22/2021 11:21:42,yssmote5,257,265,0,403,31.6,64.5,16,17
3/22/2021 11:41:47,yssmote3,263,284,0,32.4,29.4,69.5,11,29
3/22/2021 12:21:42,yssmote5,257,265,0,415,33.9,59.5,20,16
3/22/2021 12:41:47,yssmote3,262,268,0,0,29.7,68.5,11,51
3/22/2021 13:21:41,yssmote5,257,265,0,419.3,34.4,56,16,10
3/22/2021 13:41:46,yssmote3,262,281,0,0,30.1,66.5,21,21
3/22/2021 14:21:41,yssmote5,257,265,0,449.8,34.8,52.5,14,34
3/22/2021 14:41:46,yssmote3,263,270,0,0,30.4,64,23,38
3/22/2021 15:21:41,yssmote5,257,265,0,482.3,36,49,19,15
3/22/2021 15:41:46,yssmote3,264,295,0,3.2,30.8,62.5,8,47
3/22/2021 16:21:41,yssmote5,257,265,0,473.3,34.5,53.5,34,14
3/22/2021 16:41:46,yssmote3,263,274,0,0,30.4,66.5,26,45
3/22/2021 17:21:40,yssmote5,257,265,0,490.2,32.3,60.5,35,24
3/22/2021 17:41:45,yssmote3,261,286,0,0,30.4,67,31,32
3/22/2021 18:21:40,yssmote5,257,265,0,466.5,31.2,63,29,21
3/22/2021 18:41:45,yssmote3,261,257,0,0,29.9,68.5,32,22
3/22/2021 19:21:40,yssmote5,257,265,0,457.1,28.7,70.5,19,19
3/22/2021 19:41:45,yssmote3,261,253,0,0,29.1,72.5,17,25
3/22/2021 20:21:39,yssmote5,257,265,0,498.7,27.1,80,28,13
3/22/2021 20:41:44,yssmote3,261,252,0,0,29,75,22,17
3/22/2021 21:21:39,yssmote5,257,265,0,477.3,27.2,82.5,32,19
3/22/2021 21:41:44,yssmote3,260,253,0,0,28.8,76,35,19
3/22/2021 22:21:39,yssmote5,257,265,0,436.8,27.1,82,13,11
3/22/2021 22:41:44,yssmote3,261,253,0,0,28.7,75,13,19
3/22/2021 23:21:38,yssmote5,257,265,0,469.5,27.1,82,22,20
3/22/2021 23:41:44,yssmote3,261,255,0,0,28.7,75.5,17,21
3/23/2021 0:21:38,yssmote5,257,265,0,435.7,27.1,82.5,26,18
3/23/2021 0:41:43,yssmote3,261,253,0,2.6,28.7,76.5,23,13
3/23/2021 1:21:38,yssmote5,257,265,0,478.3,27.2,83,29,12
3/23/2021 1:41:43,yssmote3,260,252,0,0,28.7,77,31,18
3/23/2021 2:21:38,yssmote5,257,265,0,467.6,27.1,83,37,15
3/23/2021 2:41:43,yssmote3,259,252,0,0,28.6,77,33,16
3/23/2021 3:21:37,yssmote5,257,265,0,408.8,27.1,83.5,34,15
3/23/2021 3:41:43,yssmote3,261,254,0,0,28.5,77,23,21
3/23/2021 4:21:37,yssmote5,257,265,0,405.8,26.3,83.5,19,21
3/23/2021 4:41:42,yssmote3,260,255,0,0,27.9,78,23,20
3/23/2021 5:21:37,yssmote5,257,265,0,462.2,26.2,85,27,21
3/23/2021 5:41:42,yssmote3,261,253,0,24.4,27.8,79,26,25
3/23/2021 6:21:36,yssmote5,257,265,0,464.8,26.2,85,29,21
3/23/2021 6:41:42,yssmote3,261,254,0,0,28.1,78.5,25,40
3/23/2021 7:21:36,yssmote5,257,265,0,427,26.3,86,27,26
3/23/2021 7:41:41,yssmote3,260,255,0,3.5,28,78.5,24,18
3/23/2021 8:21:36,yssmote5,257,265,0,390.1,26.6,85.5,26,23
3/23/2021 8:41:41,yssmote3,261,260,0,12.7,28.2,78,13,24
3/23/2021 9:21:36,yssmote5,257,265,0,411.9,27.9,80.5,20,20
3/23/2021 9:41:41,yssmote3,262,272,0,0,28.6,75,16,18
3/23/2021 10:21:35,yssmote5,257,265,0,412.7,29.9,72,17,56
3/23/2021 10:41:41,yssmote3,263,265,0,2.4,29.1,73,21,49
3/23/2021 11:21:35,yssmote5,257,265,0,374.5,31.5,68,22,17
3/23/2021 11:41:40,yssmote3,263,285,0,0,29.2,72.5,16,37
3/23/2021 12:21:35,yssmote5,257,265,0,426.8,33.5,60.5,17,22
3/23/2021 12:41:40,yssmote3,261,262,0,0,29.9,69,20,25
3/23/2021 13:21:34,yssmote5,257,265,0,405.2,33.5,59.5,13,18
3/23/2021 13:41:40,yssmote3,262,286,0,0,29.9,70,27,33
3/23/2021 14:21:34,yssmote5,257,265,0,416,33.4,58,11,26
3/23/2021 14:41:40,yssmote3,262,269,0,0,29.8,70,20,23
3/23/2021 15:21:34,yssmote5,257,265,0,445.9,34,59.5,11,18
3/23/2021 15:41:39,yssmote3,262,267,0,0.3,30,71,6,24
3/23/2021 16:21:34,yssmote5,257,265,0,425.5,31.1,66.5,10,22
3/23/2021 16:41:39,yssmote3,261,254,0,15.5,29.3,74,6,28
3/23/2021 17:21:33,yssmote5,257,265,0,446.7,27.3,79.5,6,13
3/23/2021 17:41:39,yssmote3,262,255,0,5.8,28.5,76,2,35
3/23/2021 18:21:33,yssmote5,257,265,0,411.2,27.3,80.5,9,34
3/23/2021 18:41:38,yssmote3,260,255,0,0,28.7,76,13,27
3/23/2021 19:21:33,yssmote5,257,265,0,427.3,28,78.5,18,16
3/23/2021 19:41:38,yssmote3,260,252,0,19.2,28.8,75,8,15
3/23/2021 20:21:32,yssmote5,257,265,0,423.8,27.4,78.5,10,18
3/23/2021 20:41:38,yssmote3,261,254,0,0,28.6,75.5,3,21
3/23/2021 21:21:32,yssmote5,257,265,0,448.3,27.1,81,9,15
3/23/2021 21:41:38,yssmote3,262,253,0,0,28.5,76.5,7,20
3/23/2021 22:21:32,yssmote5,257,265,0,463.2,27.1,82,13,24
3/23/2021 22:41:37,yssmote3,259,254,0,0,28.5,77,5,28
3/23/2021 23:21:32,yssmote5,257,265,0,387.1,27.1,82.5,19,14
3/23/2021 23:41:37,yssmote3,259,253,0,0,28.4,78,12,17
3/24/2021 0:21:31,yssmote5,257,265,0,415.3,27.1,82.5,13,17
3/24/2021 0:41:37,yssmote3,260,253,0,4.1,28.4,77.5,3,16
3/24/2021 1:21:31,yssmote5,257,265,0,434.5,27,82.5,10,18
3/24/2021 1:41:37,yssmote3,261,254,0,17.6,28.2,77.5,3,21
3/24/2021 2:21:31,yssmote5,257,265,0,399.9,26.9,82.5,6,20
3/24/2021 2:41:36,yssmote3,260,254,0,0,28.1,78,13,20
3/24/2021 3:21:30,yssmote5,257,265,0,414.7,26.7,83,7,16
3/24/2021 3:41:36,yssmote3,260,253,0,0,27.9,78.5,8,17
3/24/2021 4:21:30,yssmote5,257,265,0,452.7,26.5,84,11,20
3/24/2021 4:41:36,yssmote3,261,254,0,0,28.1,78.5,8,17
3/24/2021 5:21:30,yssmote5,257,265,0,455.8,26.5,84.5,16,19
3/24/2021 5:41:35,yssmote3,261,253,0,3.8,27.8,79.5,13,18
3/24/2021 6:21:29,yssmote5,257,265,0,427.8,26.2,85,22,16
3/24/2021 6:41:35,yssmote3,260,254,0,22.5,27.7,79.5,4,26
3/24/2021 7:21:29,yssmote5,257,265,0,479.2,26.2,85.5,19,26
3/24/2021 7:41:35,yssmote3,260,255,0,8.1,27.7,79.5,14,28
3/24/2021 8:21:29,yssmote5,257,265,0,442.8,26.8,85.5,22,19
3/24/2021 8:41:35,yssmote3,262,260,0,20,27.9,80,6,15
3/24/2021 9:21:29,yssmote5,257,265,0,442.1,27.7,83.5,20,28
3/24/2021 9:41:34,yssmote3,261,276,0,0,28.3,79,13,22
3/24/2021 10:21:28,yssmote5,257,265,0,391.1,28.9,78.5,20,18
3/24/2021 10:41:34,yssmote3,262,260,0,4.2,28.4,77.5,8,20
3/24/2021 11:21:28,yssmote5,257,265,0,425,30.8,73,11,15
3/24/2021 11:41:34,yssmote3,261,260,0,0,28.8,76,3,32
3/24/2021 12:21:28,yssmote5,257,265,0,395.1,27.1,81,7,18
3/24/2021 12:41:34,yssmote3,262,260,0,20.3,28.2,79.5,7,33
3/24/2021 13:21:27,yssmote5,257,265,0,405.3,26.3,87,13,20
3/24/2021 13:41:33,yssmote3,261,261,0,9,28.1,80,17,30
3/24/2021 14:21:27,yssmote5,257,265,0,407.3,26.3,88,10,19
3/24/2021 14:41:33,yssmote3,262,260,0,13.6,28.1,80,0,25
3/24/2021 15:21:27,yssmote5,257,265,0,393.9,26.6,89,20,32
3/24/2021 15:41:33,yssmote3,261,257,0,0,28.1,81.5,10,30
3/24/2021 16:21:27,yssmote5,257,265,0,381.3,26,90,11,26
3/24/2021 16:41:32,yssmote3,260,255,0,26.7,27.8,82.5,5,39
3/24/2021 17:21:26,yssmote5,257,265,0,380.4,25.6,91,20,18
3/24/2021 17:41:32,yssmote3,262,256,0,0,27.7,82,17,26
3/24/2021 18:21:26,yssmote5,257,265,0,400,25.2,94,20,19
3/24/2021 18:41:32,yssmote3,260,254,0,2.3,27.6,81.5,32,21
3/24/2021 19:21:26,yssmote5,257,265,0,444.2,24.9,96.5,17,16
3/24/2021 19:41:32,yssmote3,260,254,0,11.2,27.5,81,20,13
3/24/2021 20:21:25,yssmote5,257,265,0,439.2,24.7,97.5,31,15
3/24/2021 20:41:31,yssmote3,261,253,0,12.6,27.4,80,5,21
3/24/2021 21:21:25,yssmote5,257,265,0,444.9,24.5,97.5,20,16
3/24/2021 21:41:31,yssmote3,261,253,0,15.3,27.2,79.5,8,18
3/24/2021 22:21:25,yssmote5,257,265,0,431.6,24.5,98,25,18
3/24/2021 22:41:31,yssmote3,259,254,0,0,27.1,80,0,23
3/24/2021 23:21:24,yssmote5,257,265,0,498,24.7,98,26,21
3/24/2021 23:41:30,yssmote3,260,253,0,5.1,27.3,80.5,13,16
3/25/2021 0:21:24,yssmote5,257,265,0,461.7,24.6,98.5,25,15
3/25/2021 0:41:30,yssmote3,261,254,0,37.5,26.9,81,13,27
3/25/2021 1:21:24,yssmote5,257,265,0,454.7,24.7,98.5,31,24
3/25/2021 1:41:30,yssmote3,260,253,0,0.4,26.8,81.5,11,17
3/25/2021 2:21:24,yssmote5,257,265,0,488.7,24.7,98.5,30,22
3/25/2021 2:41:30,yssmote3,260,255,0,20.2,26.8,82,19,21
3/25/2021 3:21:23,yssmote5,257,265,0,471.5,24.7,98.5,25,20
3/25/2021 3:41:29,yssmote3,261,253,0,14.7,26.7,82.5,8,22
3/25/2021 4:21:23,yssmote5,257,265,0,451.6,24.7,98,34,16
3/25/2021 4:41:29,yssmote3,261,255,0,7.8,26.6,82,6,27
3/25/2021 5:21:23,yssmote5,257,265,0,489.7,24.8,97.5,26,16
3/25/2021 5:41:29,yssmote3,259,254,0,32.2,26.7,81.5,18,27
3/25/2021 6:21:22,yssmote5,257,265,0,471.1,24.7,97.5,26,16
3/25/2021 6:41:29,yssmote3,260,253,0,27.3,26.6,82.5,7,19
3/25/2021 7:21:22,yssmote5,257,265,0,476.6,24.7,98,30,29
3/25/2021 7:41:28,yssmote3,262,254,0,10.8,26.8,82.5,27,35
3/25/2021 8:21:22,yssmote5,257,265,0,449.6,25.2,98,32,32
3/25/2021 8:41:28,yssmote3,263,259,0,30.4,27,82.5,3,17
3/25/2021 9:21:22,yssmote5,257,265,0,444.5,26,98,33,21
3/25/2021 9:41:28,yssmote3,263,264,0,58.7,27.2,82.5,16,44
3/25/2021 10:21:21,yssmote5,257,265,0,465,27.3,97,32,18
3/25/2021 10:41:27,yssmote3,262,266,0,23.1,27.4,83,7,17
3/25/2021 11:21:21,yssmote5,257,265,0,398.5,27.4,94,20,32
3/25/2021 11:41:27,yssmote3,261,265,0,4.4,27.4,82.5,11,29
3/25/2021 12:21:21,yssmote5,257,265,0,394.3,27.5,92.5,31,38
3/25/2021 12:41:27,yssmote3,260,269,0,26.4,27.5,82.5,16,21
3/25/2021 13:21:20,yssmote5,257,265,0,399.6,28.2,91,19,28
3/25/2021 13:41:27,yssmote3,261,266,0,28.3,27.7,79.5,7,22
3/25/2021 14:21:20,yssmote5,257,265,0,386.4,28.4,89.5,17,24
3/25/2021 14:41:26,yssmote3,262,271,0,0,27.8,81,32,36
3/25/2021 15:21:20,yssmote5,257,265,0,377.3,28.2,88,7,22
3/25/2021 15:41:26,yssmote3,260,259,0,13.1,27.7,80.5,8,35
3/25/2021 16:21:19,yssmote5,257,265,0,395.3,27.5,89.5,17,30
3/25/2021 16:41:26,yssmote3,261,264,0,24.5,27.6,82,5,75
3/25/2021 17:21:19,yssmote5,257,265,0,388.7,27.5,89.5,6,16
3/25/2021 17:41:26,yssmote3,260,257,0,28.5,27.6,82.5,10,27
3/25/2021 18:21:19,yssmote5,257,265,0,395.3,27.1,88.5,10,17
3/25/2021 18:41:25,yssmote3,260,255,0,4.6,27.5,81.5,5,17
3/25/2021 19:21:19,yssmote5,257,265,0,403,26.8,88.5,10,26
3/25/2021 19:41:25,yssmote3,261,254,0,32,27.4,82,8,21
3/25/2021 20:21:18,yssmote5,257,265,0,385.4,26.7,88.5,14,21
3/25/2021 20:41:25,yssmote3,259,253,0,15.5,27.4,82,5,18
3/25/2021 21:21:18,yssmote5,257,265,0,425.9,26.8,88.5,17,19
3/25/2021 21:41:24,yssmote3,262,254,0,20,27.4,82,16,14
3/25/2021 22:21:18,yssmote5,257,265,0,402.1,26.7,88.5,9,16
3/25/2021 22:41:24,yssmote3,262,253,0,0,27.4,82.5,16,19
3/25/2021 23:21:17,yssmote5,257,265,0,400.5,26.7,89.5,10,18
3/25/2021 23:41:24,yssmote3,261,254,0,0,27.4,83,11,17
3/26/2021 0:21:17,yssmote5,257,265,0,389.5,26.7,90,19,17
3/26/2021 0:41:24,yssmote3,260,253,0,0,27.4,83.5,19,19
3/26/2021 1:21:17,yssmote5,257,265,0,397.6,26.5,90,16,14
3/26/2021 1:41:23,yssmote3,260,253,0,15.7,27.3,83.5,5,17
3/26/2021 2:21:17,yssmote5,257,265,0,421.4,26.3,89.5,17,23
3/26/2021 2:41:23,yssmote3,260,255,0,19,27.2,83,10,17
3/26/2021 3:21:16,yssmote5,257,265,0,387.5,26.2,90,10,18
3/26/2021 3:41:23,yssmote3,261,252,0,14.6,27.2,82.5,5,23
3/26/2021 4:21:16,yssmote5,257,265,0,367.6,26.1,89.5,16,16
3/26/2021 5:21:16,yssmote5,257,265,0,397.6,26,89.5,4,18
3/26/2021 5:41:22,yssmote3,261,254,0,7.6,27.2,82,7,19
3/26/2021 6:21:15,yssmote5,257,265,0,406,26,89.5,24,23
3/26/2021 6:41:22,yssmote3,261,254,0,0,27.2,82,31,22
3/26/2021 7:21:15,yssmote5,257,265,0,413.9,25.9,90,23,24
3/26/2021 7:41:22,yssmote3,260,255,0,26.4,27.2,81.5,11,22
3/26/2021 8:21:15,yssmote5,257,265,0,416.8,26.4,89.5,6,18
3/26/2021 8:41:21,yssmote3,262,259,0,30.6,27.3,81,5,33
3/26/2021 9:21:15,yssmote5,257,265,0,415.9,27.4,87,9,27
3/26/2021 9:41:21,yssmote3,260,264,0,15.4,27.5,81,11,24
3/26/2021 10:21:14,yssmote5,257,265,0,397.3,28.6,83,13,16
3/26/2021 10:41:21,yssmote3,261,268,0,0,27.8,79,17,26
3/26/2021 11:21:14,yssmote5,257,265,0,400.9,30.2,76.5,10,23
3/26/2021 11:41:21,yssmote3,264,297,0,8.1,28.2,77,11,42
3/26/2021 12:21:14,yssmote5,257,265,0,397.7,32,65,3,26
3/26/2021 12:41:20,yssmote3,262,267,0,45.4,28.3,73.5,13,34
3/26/2021 13:21:13,yssmote5,257,265,0,406.1,34.1,59,0,16
3/26/2021 13:41:20,yssmote3,263,282,0,0,29.2,72.5,0,39
3/26/2021 14:21:13,yssmote5,257,265,0,414,34.9,54.5,0,23
3/26/2021 14:41:20,yssmote3,264,284,0,0,29.6,71,3,19
3/26/2021 15:21:13,yssmote5,257,265,0,432.9,36.5,48.5,1,30
3/26/2021 16:21:13,yssmote5,257,265,0,419.9,36.5,48.5,3,26
3/26/2021 16:41:19,yssmote3,264,294,0,0,30.1,66.5,3,37
3/26/2021 17:21:12,yssmote5,257,265,0,432.9,33.1,57.5,0,17
3/26/2021 17:41:19,yssmote3,263,275,0,0,29.8,69.5,0,18
3/26/2021 18:21:12,yssmote5,257,265,0,468,31.3,64,4,14
3/26/2021 18:41:19,yssmote3,261,255,0,0,29.2,73,13,31
3/26/2021 19:21:12,yssmote5,257,265,0,453.4,29.9,69,3,16
3/26/2021 19:41:18,yssmote3,260,253,0,0,29,73.5,0,15
3/26/2021 20:21:11,yssmote5,257,265,0,441.1,29,72,7,23
3/26/2021 20:41:18,yssmote3,260,254,0,0,28.8,75,11,18
3/26/2021 21:21:11,yssmote5,257,265,0,448.9,28.6,75,8,21
3/26/2021 21:41:18,yssmote3,260,253,0,0,28.7,75.5,3,15
3/26/2021 22:21:11,yssmote5,257,265,0,433.2,28.2,76.5,4,20
3/26/2021 22:41:18,yssmote3,261,253,0,0,28.6,76.5,0,20
3/26/2021 23:21:11,yssmote5,257,265,0,438.8,27.9,78,10,24
3/26/2021 23:41:17,yssmote3,261,253,0,0.4,28.4,77,0,22
3/27/2021 0:21:10,yssmote5,257,265,0,435.6,27.7,79.5,14,16
3/27/2021 0:41:17,yssmote3,259,254,0,0,28.4,77.5,3,23
3/27/2021 1:21:10,yssmote5,257,265,0,410.6,27.5,80.5,14,13
3/27/2021 1:41:17,yssmote3,259,253,0,13.4,28.3,78,32,15
3/27/2021 2:21:10,yssmote5,257,265,0,416.2,27.3,81.5,6,19
3/27/2021 2:41:17,yssmote3,260,253,0,1.9,28.2,79,10,19
3/27/2021 3:21:09,yssmote5,257,265,0,396.6,27.1,82.5,4,16
3/27/2021 3:41:16,yssmote3,260,253,0,0,28.2,79,5,17
3/27/2021 4:21:09,yssmote5,257,265,0,431.9,27,83.5,6,18
3/27/2021 4:41:16,yssmote3,260,254,0,5.9,28.1,79.5,0,20
3/27/2021 5:21:09,yssmote5,257,265,0,393.6,26.9,84,10,18
3/27/2021 5:41:16,yssmote3,262,253,0,33.5,28.1,79.5,10,17
3/27/2021 6:21:08,yssmote5,257,265,0,440.6,27,84,6,20
3/27/2021 6:41:15,yssmote3,260,253,0,5,28.1,79.5,3,21
3/27/2021 7:21:08,yssmote5,257,265,0,386,26.9,84.5,11,21
3/27/2021 7:41:15,yssmote3,262,255,0,0,28.1,80,8,20
3/27/2021 8:21:08,yssmote5,257,265,0,411.5,27.4,84.5,9,28
3/27/2021 8:41:15,yssmote3,261,260,0,19.6,28.2,80,20,19
3/27/2021 9:21:08,yssmote5,257,265,0,364.8,28.4,81.5,7,14
3/27/2021 9:29:35,yssmote1,255,255,0,302.8,31.1,71,13,13
3/27/2021 9:41:15,yssmote3,262,260,0,0,28.5,79,5,22
3/27/2021 10:21:07,yssmote5,257,265,0,409.6,29.9,76,10,22
3/27/2021 10:41:14,yssmote3,261,272,0,0,28.9,76.5,3,23
3/27/2021 11:21:07,yssmote5,257,265,0,422.2,31.7,66,4,17
3/27/2021 11:41:14,yssmote3,260,256,0,0,28.9,72.5,1,15
3/27/2021 12:21:07,yssmote5,257,265,0,394.3,26.8,74,1,24
3/27/2021 12:41:14,yssmote3,259,255,0,0,27.4,74,2,22
3/27/2021 13:21:06,yssmote5,257,265,0,437.2,25.1,84,0,14
3/27/2021 13:41:13,yssmote3,261,255,0,0,27.2,77,10,21
3/27/2021 14:21:06,yssmote5,257,265,0,415.3,24.6,86.5,6,21
3/27/2021 14:41:13,yssmote3,261,261,0,0,27.2,76.5,3,18
3/27/2021 15:21:06,yssmote5,257,265,0,422.4,24.9,88,3,15
3/27/2021 15:41:13,yssmote3,262,268,0,0,27.4,77,3,29
3/27/2021 16:21:06,yssmote5,257,265,0,388,28.4,78,6,12
3/27/2021 16:41:13,yssmote3,265,302,0,0,28.4,74.5,6,16
3/27/2021 17:21:05,yssmote5,257,265,0,377.6,28.2,77,19,16
3/27/2021 17:41:12,yssmote3,262,264,0,28.5,28.3,73.5,3,22
3/27/2021 18:21:05,yssmote5,257,265,0,406.1,27.4,79.5,11,17
3/27/2021 18:41:12,yssmote3,261,256,0,8.2,28.1,75,6,20
3/27/2021 19:21:05,yssmote5,257,265,0,423.8,26.6,81,10,13
3/27/2021 19:41:12,yssmote3,261,253,0,3.2,28,75,16,40
3/27/2021 20:21:04,yssmote5,257,265,0,450.1,26.4,80.5,16,17
3/27/2021 20:41:12,yssmote3,261,253,0,20.5,27.9,73.5,3,22
3/27/2021 21:21:04,yssmote5,257,265,0,437.4,26.3,81,16,17
3/27/2021 21:41:11,yssmote3,260,253,0,25.6,27.9,73.5,23,14
3/27/2021 22:21:04,yssmote5,257,265,0,440.4,26.3,82,20,20
3/27/2021 22:41:11,yssmote3,262,253,0,44.8,27.7,76,21,28
3/27/2021 23:21:03,yssmote5,257,265,0,418.7,26,83.5,22,19
3/27/2021 23:41:11,yssmote3,260,253,0,38.6,27.6,77.5,20,19
3/28/2021 0:21:03,yssmote5,257,265,0,454,26.2,84.5,21,16
3/28/2021 0:41:10,yssmote3,259,253,0,0,27.7,78.5,7,13
3/28/2021 1:21:03,yssmote5,257,265,0,407.1,26,85,24,23
3/28/2021 1:41:10,yssmote3,260,254,0,12.5,27.5,78.5,11,19
3/28/2021 2:21:03,yssmote5,257,265,0,422.6,25.8,85,20,23
3/28/2021 2:41:10,yssmote3,262,254,0,20.4,27.3,78.5,11,18
3/28/2021 3:21:02,yssmote5,257,265,0,465.6,25.6,85.5,17,23
3/28/2021 3:41:10,yssmote3,261,254,0,52.3,27,79.5,9,16
3/28/2021 4:21:02,yssmote5,257,265,0,429,25.6,86,19,17
3/28/2021 4:41:09,yssmote3,260,253,0,22.4,27.2,79,16,23
3/28/2021 5:21:02,yssmote5,257,265,0,403.8,25.8,86,36,16
3/28/2021 5:41:09,yssmote3,260,254,0,0,27.4,79,30,23
3/28/2021 6:21:01,yssmote5,257,265,0,405.3,25.6,86,32,16
3/28/2021 6:41:09,yssmote3,261,253,0,23.6,27.1,79.5,27,15
3/28/2021 7:21:01,yssmote5,257,265,0,468.7,25.4,86.5,28,16
3/28/2021 7:41:09,yssmote3,260,256,0,42.6,26.8,80.5,18,23
3/28/2021 8:21:01,yssmote5,257,265,0,460.2,26,87,28,19
3/28/2021 8:41:08,yssmote3,262,258,0,45.2,27.3,80.5,35,18
3/28/2021 9:21:01,yssmote5,257,265,0,379.4,27.4,81.5,17,15
3/28/2021 9:41:08,yssmote3,262,274,0,17.2,27.7,77,6,21
3/28/2021 10:21:00,yssmote5,257,265,0,387.8,30,74.5,25,15
3/28/2021 10:41:08,yssmote3,261,275,0,0,28.2,75,20,14
3/28/2021 11:21:00,yssmote5,257,265,0,377.2,31.8,68,22,14
3/28/2021 11:41:07,yssmote3,264,290,0,8.4,28.5,73,9,12
3/28/2021 12:21:00,yssmote5,257,265,0,391.7,32.6,62.5,25,18
3/28/2021 12:41:07,yssmote3,262,267,0,0,28.9,71,14,16
3/28/2021 13:20:59,yssmote5,257,265,0,379.2,31.4,63.5,24,24
3/28/2021 13:41:07,yssmote3,261,267,0,0,28.7,70.5,14,24
3/28/2021 14:20:59,yssmote5,257,265,0,432.7,32.8,61.5,28,11
3/28/2021 14:41:07,yssmote3,261,270,0,0,29.1,69.5,31,17
3/28/2021 15:20:59,yssmote5,257,265,0,447.4,35.1,55,26,14
3/28/2021 15:41:06,yssmote3,262,265,0,7.1,29.3,69,28,17
3/28/2021 16:20:59,yssmote5,257,265,0,436.8,33.2,57.5,23,13
3/28/2021 16:41:06,yssmote3,263,278,0,0,29.3,69.5,29,12
3/28/2021 17:20:58,yssmote5,257,265,0,437.2,32.5,62,34,20
3/28/2021 17:41:06,yssmote3,260,269,0,0,29.4,71.5,33,21
3/28/2021 18:20:58,yssmote5,257,265,0,455.9,31.1,66,15,15
3/28/2021 18:41:06,yssmote3,261,252,0,6.8,29.1,73,29,17
3/28/2021 19:20:58,yssmote5,257,265,0,476.6,29.7,72.5,20,18
3/28/2021 19:41:05,yssmote3,261,254,0,0,28.9,76.5,20,18
3/28/2021 20:20:57,yssmote5,257,265,0,415.2,29.2,75,20,21
3/28/2021 20:41:05,yssmote3,261,254,0,0,28.8,77.5,26,20
3/28/2021 21:20:57,yssmote5,257,265,0,449.3,28.8,78,21,16
3/28/2021 21:41:05,yssmote3,261,254,0,0,28.8,79,17,22
3/28/2021 22:20:57,yssmote5,257,265,0,416.8,28.6,79.5,20,14
3/28/2021 22:41:04,yssmote3,261,253,0,0,28.8,79.5,17,26
3/28/2021 23:20:57,yssmote5,257,265,0,430.8,28.5,80.5,14,18
3/28/2021 23:41:04,yssmote3,260,254,0,5.2,28.7,80,34,13
3/29/2021 0:20:56,yssmote5,257,265,0,405.4,28.3,81,19,19
3/29/2021 0:41:04,yssmote3,260,254,0,7.7,28.7,80.5,23,20
3/29/2021 1:20:56,yssmote5,257,265,0,401.5,28.2,82,17,15
3/29/2021 1:41:04,yssmote3,261,254,0,0,28.7,80.5,19,13
3/29/2021 2:20:56,yssmote5,257,265,0,387.2,27.8,83,13,20
3/29/2021 2:41:03,yssmote3,261,254,0,0,28.6,81,11,16
3/29/2021 3:20:55,yssmote5,257,265,0,419.6,27.6,84,19,18
